position_id,wk_file,wk_rank,wr_file,wr_rank,bk_file,bk_rank,wk_square,wr_square,bk_square,fen,target_raw,target_depth,target_bucket,bk_edge_dist,bk_corner_dist,bk_center_dist,wk_bk_chebyshev,wr_bk_manhattan,wk_wr_chebyshev,wk_bk_euclidean,wr_bk_euclidean,wr_bk_aligned,wk_support_close,bk_on_edge,bk_in_corner
26785,2,2,7,6,5,5,b2,g6,e5,8/8/6R1/4k3/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,3,5,4.242640687119285,2.23606797749979,0,0,0,0
26786,2,2,7,6,6,3,b2,g6,f3,8/8/6R1/8/8/5k2/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,2,1,4,4,5,4.123105625617661,3.1622776601683795,0,0,0,0
26787,2,2,7,6,6,4,b2,g6,f4,8/8/6R1/8/5k2/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,5,4.47213595499958,2.23606797749979,0,0,0,0
26788,2,2,7,6,7,3,b2,g6,g3,8/8/6R1/8/8/6k1/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,2,2,5,3,5,5.0990195135927845,3.0,1,0,0,0
26789,2,2,7,6,7,4,b2,g6,g4,8/8/6R1/8/6k1/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,2,5,5.385164807134504,2.0,1,0,0,0
26790,2,2,7,7,4,3,b2,g7,d3,8/6R1/8/8/8/3k4/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,7,5,2.23606797749979,5.0,0,1,0,0
26791,2,2,7,7,4,4,b2,g7,d4,8/6R1/8/8/3k4/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,2,6,5,2.8284271247461903,4.242640687119285,0,1,0,0
26792,2,2,7,7,5,3,b2,g7,e3,8/6R1/8/8/8/4k3/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,6,5,3.1622776601683795,4.47213595499958,0,0,0,0
26793,2,2,7,7,5,4,b2,g7,e4,8/6R1/8/8/4k3/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,5,3.605551275463989,3.605551275463989,0,0,0,0
26794,2,2,7,7,5,5,b2,g7,e5,8/6R1/8/4k3/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,4,5,4.242640687119285,2.8284271247461903,0,0,0,0
26795,2,2,7,7,6,4,b2,g7,f4,8/6R1/8/8/5k2/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,5,4.47213595499958,3.1622776601683795,0,0,0,0
26796,2,2,7,7,6,5,b2,g7,f5,8/6R1/8/5k2/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,5,5.0,2.23606797749979,0,0,0,0
26797,2,2,7,7,7,4,b2,g7,g4,8/6R1/8/8/6k1/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,3,5,5.385164807134504,3.0,1,0,0,0
26798,2,2,7,7,7,5,b2,g7,g5,8/6R1/8/6k1/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,2,5,5.830951894845301,2.0,1,0,0,0
26799,2,2,7,8,4,3,b2,g8,d3,6R1/8/8/8/8/3k4/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,8,6,2.23606797749979,5.830951894845301,0,1,0,0
26800,2,2,7,8,5,3,b2,g8,e3,6R1/8/8/8/8/4k3/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,7,6,3.1622776601683795,5.385164807134504,0,0,0,0
26801,2,2,7,8,5,4,b2,g8,e4,6R1/8/8/8/4k3/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,6,3.605551275463989,4.47213595499958,0,0,0,0
26802,2,2,7,8,7,6,b2,g8,g6,6R1/8/6k1/8/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,2,2,5,2,6,6.4031242374328485,2.0,1,0,0,0
26803,2,2,8,2,4,3,b2,h2,d3,8/8/8/8/8/3k4/1K5R/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,5,6,2.23606797749979,4.123105625617661,0,1,0,0
26804,2,2,8,2,5,3,b2,h2,e3,8/8/8/8/8/4k3/1K5R/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,4,6,3.1622776601683795,3.1622776601683795,0,0,0,0
26805,2,2,8,2,5,4,b2,h2,e4,8/8/8/8/4k3/8/1K5R/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,6,3.605551275463989,3.605551275463989,0,0,0,0
26806,2,2,8,2,5,5,b2,h2,e5,8/8/8/4k3/8/8/1K5R/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,6,4.242640687119285,4.242640687119285,0,0,0,0
26807,2,2,8,3,4,3,b2,h3,d3,8/8/8/8/8/3k3R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,4,6,2.23606797749979,4.0,1,1,0,0
26808,2,2,8,3,5,3,b2,h3,e3,8/8/8/8/8/4k2R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,3,6,3.1622776601683795,3.0,1,0,0,0
26809,2,2,8,3,5,4,b2,h3,e4,8/8/8/8/4k3/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,4,6,3.605551275463989,3.1622776601683795,0,0,0,0
26810,2,2,8,3,5,5,b2,h3,e5,8/8/8/4k3/8/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,6,4.242640687119285,3.605551275463989,0,0,0,0
26811,2,2,8,3,6,3,b2,h3,f3,8/8/8/8/8/5k1R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,2,1,4,2,6,4.123105625617661,2.0,1,0,0,0
26812,2,2,8,3,6,4,b2,h3,f4,8/8/8/8/5k2/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,6,4.47213595499958,2.23606797749979,0,0,0,0
26813,2,2,8,3,6,5,b2,h3,f5,8/8/8/5k2/8/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,6,5.0,2.8284271247461903,0,0,0,0
26814,2,2,8,3,7,5,b2,h3,g5,8/8/8/6k1/8/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,3,6,5.830951894845301,2.23606797749979,0,0,0,0
26815,2,2,8,3,8,5,b2,h3,h5,8/8/8/7k/8/7R/1K6/8 w - - 0 1,fifteen,15,win_10_plus,0,3,3,6,2,6,6.708203932499369,2.0,1,0,1,0
26816,2,2,8,6,4,3,b2,h6,d3,8/8/7R/8/8/3k4/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,7,6,2.23606797749979,5.0,0,1,0,0
26817,2,2,8,6,5,3,b2,h6,e3,8/8/7R/8/8/4k3/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,6,6,3.1622776601683795,4.242640687119285,0,0,0,0
26818,2,2,8,6,5,4,b2,h6,e4,8/8/7R/8/4k3/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,6,3.605551275463989,3.605551275463989,0,0,0,0
26819,2,2,8,6,5,5,b2,h6,e5,8/8/7R/4k3/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,4,6,4.242640687119285,3.1622776601683795,0,0,0,0
26820,2,2,8,6,6,4,b2,h6,f4,8/8/7R/8/5k2/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,6,4.47213595499958,2.8284271247461903,0,0,0,0
26821,2,2,8,6,6,5,b2,h6,f5,8/8/7R/5k2/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,6,5.0,2.23606797749979,0,0,0,0
26822,2,2,8,6,6,6,b2,h6,f6,8/8/5k1R/8/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,2,1,4,2,6,5.656854249492381,2.0,1,0,0,0
26823,2,2,8,6,7,4,b2,h6,g4,8/8/7R/8/6k1/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,3,6,5.385164807134504,2.23606797749979,0,0,0,0
26824,2,2,8,6,8,4,b2,h6,h4,8/8/7R/8/7k/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,0,3,3,6,2,6,6.324555320336759,2.0,1,0,1,0
26825,2,2,8,7,4,3,b2,h7,d3,8/7R/8/8/8/3k4/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,8,6,2.23606797749979,5.656854249492381,0,1,0,0
26826,2,2,8,7,5,3,b2,h7,e3,8/7R/8/8/8/4k3/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,7,6,3.1622776601683795,5.0,0,0,0,0
26827,2,2,8,7,5,4,b2,h7,e4,8/7R/8/8/4k3/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,6,3.605551275463989,4.242640687119285,0,0,0,0
26828,2,2,8,7,5,5,b2,h7,e5,8/7R/8/4k3/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,6,4.242640687119285,3.605551275463989,0,0,0,0
26829,2,2,8,7,6,5,b2,h7,f5,8/7R/8/5k2/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,6,5.0,2.8284271247461903,0,0,0,0
26830,2,2,8,7,6,6,b2,h7,f6,8/7R/5k2/8/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,2,1,4,3,6,5.656854249492381,2.23606797749979,0,0,0,0
26831,2,2,8,7,7,5,b2,h7,g5,8/7R/8/6k1/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,1,3,2,5,3,6,5.830951894845301,2.23606797749979,0,0,0,0
26832,2,2,8,7,8,5,b2,h7,h5,8/7R/8/7k/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,0,3,3,6,2,6,6.708203932499369,2.0,1,0,1,0
26833,2,2,8,8,4,3,b2,h8,d3,7R/8/8/8/8/3k4/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,9,6,2.23606797749979,6.4031242374328485,0,1,0,0
26834,2,2,8,8,5,3,b2,h8,e3,7R/8/8/8/8/4k3/1K6/8 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,8,6,3.1622776601683795,5.830951894845301,0,0,0,0
26835,2,2,8,8,5,4,b2,h8,e4,7R/8/8/8/4k3/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,7,6,3.605551275463989,5.0,0,0,0,0
26836,2,2,8,8,5,5,b2,h8,e5,7R/8/8/4k3/8/8/1K6/8 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,6,4.242640687119285,4.242640687119285,0,0,0,0
26837,3,1,2,1,2,3,c1,b1,b3,8/8/8/8/8/1k6/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,1,2,2,2,2,1,2.23606797749979,2.0,1,1,0,0
26838,3,1,2,1,2,4,c1,b1,b4,8/8/8/8/1k6/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,3,3,1,3.1622776601683795,3.0,1,0,0,0
26839,3,1,2,1,3,4,c1,b1,c4,8/8/8/8/2k5/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,4,1,3.0,3.1622776601683795,0,0,0,0
26840,3,1,2,1,3,5,c1,b1,c5,8/8/8/2k5/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,5,1,4.0,4.123105625617661,0,0,0,0
26841,3,1,2,1,3,6,c1,b1,c6,8/8/2k5/8/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,6,1,5.0,5.0990195135927845,0,0,0,0
26842,3,1,2,1,4,3,c1,b1,d3,8/8/8/8/8/3k4/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,4,1,2.23606797749979,2.8284271247461903,0,1,0,0
26843,3,1,2,1,4,4,c1,b1,d4,8/8/8/8/3k4/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,1,3.1622776601683795,3.605551275463989,0,0,0,0
26844,3,1,2,1,4,5,c1,b1,d5,8/8/8/3k4/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,6,1,4.123105625617661,4.47213595499958,0,0,0,0
26845,3,1,2,1,4,6,c1,b1,d6,8/8/3k4/8/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,7,1,5.0990195135927845,5.385164807134504,0,0,0,0
26846,3,1,2,1,5,4,c1,b1,e4,8/8/8/8/4k3/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,1,3.605551275463989,4.242640687119285,0,0,0,0
26847,3,1,2,1,5,5,c1,b1,e5,8/8/8/4k3/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,7,1,4.47213595499958,5.0,0,0,0,0
26848,3,1,2,1,5,6,c1,b1,e6,8/8/4k3/8/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,8,1,5.385164807134504,5.830951894845301,0,0,0,0
26849,3,1,2,1,6,4,c1,b1,f4,8/8/8/8/5k2/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,7,1,4.242640687119285,5.0,0,0,0,0
26850,3,1,2,1,6,5,c1,b1,f5,8/8/8/5k2/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,8,1,5.0,5.656854249492381,0,0,0,0
26851,3,1,2,1,6,6,c1,b1,f6,8/8/5k2/8/8/8/8/1RK5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,9,1,5.830951894845301,6.4031242374328485,0,0,0,0
26852,3,1,2,2,3,4,c1,b2,c4,8/8/8/8/2k5/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,3,1,3.0,2.23606797749979,0,0,0,0
26853,3,1,2,2,3,5,c1,b2,c5,8/8/8/2k5/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,1,4.0,3.1622776601683795,0,0,0,0
26854,3,1,2,2,3,6,c1,b2,c6,8/8/2k5/8/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,5,1,5.0,4.123105625617661,0,0,0,0
26855,3,1,2,2,4,3,c1,b2,d3,8/8/8/8/8/3k4/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,3,1,2.23606797749979,2.23606797749979,0,1,0,0
26856,3,1,2,2,4,4,c1,b2,d4,8/8/8/8/3k4/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,4,1,3.1622776601683795,2.8284271247461903,0,0,0,0
26857,3,1,2,2,4,5,c1,b2,d5,8/8/8/3k4/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,5,1,4.123105625617661,3.605551275463989,0,0,0,0
26858,3,1,2,2,4,6,c1,b2,d6,8/8/3k4/8/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,6,1,5.0990195135927845,4.47213595499958,0,0,0,0
26859,3,1,2,2,5,3,c1,b2,e3,8/8/8/8/8/4k3/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,4,1,2.8284271247461903,3.1622776601683795,0,1,0,0
26860,3,1,2,2,5,4,c1,b2,e4,8/8/8/8/4k3/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,1,3.605551275463989,3.605551275463989,0,0,0,0
26861,3,1,2,2,5,5,c1,b2,e5,8/8/8/4k3/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,6,1,4.47213595499958,4.242640687119285,0,0,0,0
26862,3,1,2,2,5,6,c1,b2,e6,8/8/4k3/8/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,7,1,5.385164807134504,5.0,0,0,0,0
26863,3,1,2,2,6,3,c1,b2,f3,8/8/8/8/8/5k2/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,3,5,1,3.605551275463989,4.123105625617661,0,0,0,0
26864,3,1,2,2,6,4,c1,b2,f4,8/8/8/8/5k2/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,6,1,4.242640687119285,4.47213595499958,0,0,0,0
26865,3,1,2,2,6,5,c1,b2,f5,8/8/8/5k2/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,7,1,5.0,5.0,0,0,0,0
26866,3,1,2,2,6,6,c1,b2,f6,8/8/5k2/8/8/8/1R6/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,8,1,5.830951894845301,5.656854249492381,0,0,0,0
26867,3,1,2,3,2,5,c1,b3,b5,8/8/8/1k6/8/1R6/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,4,2,2,4.123105625617661,2.0,1,0,0,0
26868,3,1,2,3,3,5,c1,b3,c5,8/8/8/2k5/8/1R6/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,2,4.0,2.23606797749979,0,0,0,0
26869,3,1,2,3,4,3,c1,b3,d3,8/8/8/8/8/1R1k4/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,2,2,2.23606797749979,2.0,1,1,0,0
26870,3,1,2,3,4,4,c1,b3,d4,8/8/8/8/3k4/1R6/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,3,2,3.1622776601683795,2.23606797749979,0,0,0,0
26871,3,1,2,3,4,5,c1,b3,d5,8/8/8/3k4/8/1R6/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,4,2,4.123105625617661,2.8284271247461903,0,0,0,0
26872,3,1,2,4,2,6,c1,b4,b6,8/8/1k6/8/1R6/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,2,2,5,2,3,5.0990195135927845,2.0,1,0,0,0
26873,3,1,2,4,3,6,c1,b4,c6,8/8/2k5/8/1R6/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,3,3,5.0,2.23606797749979,0,0,0,0
26874,3,1,2,4,4,4,c1,b4,d4,8/8/8/8/1R1k4/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,2,3,3.1622776601683795,2.0,1,0,0,0
26875,3,1,2,4,4,5,c1,b4,d5,8/8/8/3k4/1R6/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,3,3,4.123105625617661,2.23606797749979,0,0,0,0
26876,3,1,2,4,4,6,c1,b4,d6,8/8/3k4/8/1R6/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,4,3,5.0990195135927845,2.8284271247461903,0,0,0,0
26877,3,1,2,6,2,4,c1,b6,b4,8/8/1R6/8/1k6/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,3,2,5,3.1622776601683795,2.0,1,0,0,0
26878,3,1,2,6,3,3,c1,b6,c3,8/8/1R6/8/8/2k5/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,2,4,5,2.0,3.1622776601683795,0,1,0,0
26879,3,1,2,6,3,4,c1,b6,c4,8/8/1R6/8/2k5/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,3,5,3.0,2.23606797749979,0,0,0,0
26880,3,1,2,6,4,3,c1,b6,d3,8/8/1R6/8/8/3k4/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,5,5,2.23606797749979,3.605551275463989,0,1,0,0
26881,3,1,2,6,4,4,c1,b6,d4,8/8/1R6/8/3k4/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,4,5,3.1622776601683795,2.8284271247461903,0,0,0,0
26882,3,1,2,6,4,5,c1,b6,d5,8/8/1R6/3k4/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,3,5,4.123105625617661,2.23606797749979,0,0,0,0
26883,3,1,2,6,4,6,c1,b6,d6,8/8/1R1k4/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,2,5,5.0990195135927845,2.0,1,0,0,0
26884,3,1,2,6,5,3,c1,b6,e3,8/8/1R6/8/8/4k3/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,6,5,2.8284271247461903,4.242640687119285,0,1,0,0
26885,3,1,2,6,5,4,c1,b6,e4,8/8/1R6/8/4k3/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,5,3.605551275463989,3.605551275463989,0,0,0,0
26886,3,1,2,6,5,5,c1,b6,e5,8/8/1R6/4k3/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,4,5,4.47213595499958,3.1622776601683795,0,0,0,0
26887,3,1,2,6,5,6,c1,b6,e6,8/8/1R2k3/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,3,5,5.385164807134504,3.0,1,0,0,0
26888,3,1,2,6,6,3,c1,b6,f3,8/8/1R6/8/8/5k2/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,3,7,5,3.605551275463989,5.0,0,0,0,0
26889,3,1,2,6,6,4,c1,b6,f4,8/8/1R6/8/5k2/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,6,5,4.242640687119285,4.47213595499958,0,0,0,0
26890,3,1,2,6,6,5,c1,b6,f5,8/8/1R6/5k2/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,5,5,5.0,4.123105625617661,0,0,0,0
26891,3,1,2,6,6,6,c1,b6,f6,8/8/1R3k2/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,4,5,5.830951894845301,4.0,1,0,0,0
26892,3,1,2,7,2,5,c1,b7,b5,8/1R6/8/1k6/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,4,2,6,4.123105625617661,2.0,1,0,0,0
26893,3,1,2,7,3,3,c1,b7,c3,8/1R6/8/8/8/2k5/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,2,5,6,2.0,4.123105625617661,0,1,0,0
26894,3,1,2,7,3,4,c1,b7,c4,8/1R6/8/8/2k5/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,4,6,3.0,3.1622776601683795,0,0,0,0
26895,3,1,2,7,3,5,c1,b7,c5,8/1R6/8/2k5/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,3,6,4.0,2.23606797749979,0,0,0,0
26896,3,1,2,7,4,3,c1,b7,d3,8/1R6/8/8/8/3k4/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,6,6,2.23606797749979,4.47213595499958,0,1,0,0
26897,3,1,2,7,4,4,c1,b7,d4,8/1R6/8/8/3k4/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,5,6,3.1622776601683795,3.605551275463989,0,0,0,0
26898,3,1,2,7,4,5,c1,b7,d5,8/1R6/8/3k4/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,4,6,4.123105625617661,2.8284271247461903,0,0,0,0
26899,3,1,2,7,4,6,c1,b7,d6,8/1R6/3k4/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,3,6,5.0990195135927845,2.23606797749979,0,0,0,0
26900,3,1,2,7,4,7,c1,b7,d7,8/1R1k4/8/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,6,2,6,6.082762530298219,2.0,1,0,0,0
26901,3,1,2,7,5,3,c1,b7,e3,8/1R6/8/8/8/4k3/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,2,7,6,2.8284271247461903,5.0,0,1,0,0
26902,3,1,2,7,5,4,c1,b7,e4,8/1R6/8/8/4k3/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,3,6,6,3.605551275463989,4.242640687119285,0,0,0,0
26903,3,1,2,7,5,5,c1,b7,e5,8/1R6/8/4k3/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,5,6,4.47213595499958,3.605551275463989,0,0,0,0
26904,3,1,2,7,5,6,c1,b7,e6,8/1R6/4k3/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,4,6,5.385164807134504,3.1622776601683795,0,0,0,0
26905,3,1,2,7,5,7,c1,b7,e7,8/1R2k3/8/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,6,3,6,6.324555320336759,3.0,1,0,0,0
26906,3,1,2,7,6,3,c1,b7,f3,8/1R6/8/8/8/5k2/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,3,8,6,3.605551275463989,5.656854249492381,0,0,0,0
26907,3,1,2,7,6,4,c1,b7,f4,8/1R6/8/8/5k2/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,3,7,6,4.242640687119285,5.0,0,0,0,0
26908,3,1,2,7,6,5,c1,b7,f5,8/1R6/8/5k2/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,6,6,5.0,4.47213595499958,0,0,0,0
26909,3,1,2,7,6,6,c1,b7,f6,8/1R6/5k2/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,5,6,5.830951894845301,4.123105625617661,0,0,0,0
26910,3,1,2,7,6,7,c1,b7,f7,8/1R3k2/8/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,2,2,6,4,6,6.708203932499369,4.0,1,0,0,0
26911,3,1,2,8,2,6,c1,b8,b6,1R6/8/1k6/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,2,2,5,2,7,5.0990195135927845,2.0,1,0,0,0
26912,3,1,2,8,3,5,c1,b8,c5,1R6/8/8/2k5/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,4,4,7,4.0,3.1622776601683795,0,0,0,0
26913,3,1,2,8,3,6,c1,b8,c6,1R6/8/2k5/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,2,1,5,3,7,5.0,2.23606797749979,0,0,0,0
26914,3,1,2,8,4,5,c1,b8,d5,1R6/8/8/3k4/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,5,7,4.123105625617661,3.605551275463989,0,0,0,0
26915,3,1,2,8,4,6,c1,b8,d6,1R6/8/3k4/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,4,7,5.0990195135927845,2.8284271247461903,0,0,0,0
26916,3,1,2,8,4,7,c1,b8,d7,1R6/3k4/8/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,1,3,2,6,3,7,6.082762530298219,2.23606797749979,0,0,0,0
26917,3,1,2,8,4,8,c1,b8,d8,1R1k4/8/8/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,0,3,3,7,2,7,7.0710678118654755,2.0,1,0,1,0
26918,3,1,2,8,5,5,c1,b8,e5,1R6/8/8/4k3/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,3,3,0,4,6,7,4.47213595499958,4.242640687119285,0,0,0,0
26919,3,1,2,8,5,6,c1,b8,e6,1R6/8/4k3/8/8/8/8/2K5 w - - 0 1,fifteen,15,win_10_plus,2,3,1,5,5,7,5.385164807134504,3.605551275463989,0,0,0,0
